DisplaycName,cName,cHKey3,cHKey4,dIntervalStart,dIntervalStartUTC,cReportGroup,nEnteredAcd,nAnsweredAcd,nAbandonedAcd,nFlowOutAcd,nHoldAcd,tHoldAcd,tTalkAcd,tAcw,tAnsweredACD,nAnsweredACDSvcLvl,nAnsweredAcdSvcLvl1,nAnsweredAcdSvcLvl2,nAnsweredAcdSvcLvl3,nAnsweredAcdSvcLvl4,nAnsweredAcdSvcLvl5,nAnsweredAcdSvcLvl6,nAbandonAcdSvcLvl1,nAbandonAcdSvcLvl2,nAbandonAcdSvcLvl3,nAbandonAcdSvcLvl4,nAbandonAcdSvcLvl5,nAbandonAcdSvcLvl6,cServiceLevels,Interval,IntervalSort,IntervalDateLoc,tHandle,tTalkACDOnly,LocalizedMediaType
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 11:45:00 AM","2/7/2022 4:45:00 PM","-",13,14,0,0,6,1623,3907,2562,102,14,5,8,1,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 11:45:00 AM","6469","2284","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 12:00:00 PM","2/7/2022 5:00:00 PM","-",10,10,0,0,6,2105,5500,3590,101,9,4,5,0,0,0,1,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 12:00:00 PM","9090","3395","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 12:15:00 PM","2/7/2022 5:15:00 PM","-",15,14,0,0,8,1921,5423,2924,127,14,4,8,1,1,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 12:15:00 PM","8347","3502","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 12:30:00 PM","2/7/2022 5:30:00 PM","-",13,11,0,0,6,2039,5099,4577,1727,1,0,0,0,0,1,1,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 12:30:00 PM","9676","3060","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 12:45:00 PM","2/7/2022 5:45:00 PM","-",6,9,0,0,3,914,3864,3124,1066,3,0,3,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 12:45:00 PM","6988","2950","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 1:00:00 PM","2/7/2022 6:00:00 PM","-",4,3,0,0,1,517,1731,3331,31,3,0,2,1,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 1:00:00 PM","5062","1214","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 1:15:00 PM","2/7/2022 6:15:00 PM","-",5,6,0,0,4,967,1727,2302,74,6,1,3,1,1,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 1:15:00 PM","4029","760","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 1:30:00 PM","2/7/2022 6:30:00 PM","-",3,3,0,0,1,1190,2326,2425,21,3,1,2,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 1:30:00 PM","4751","1136","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 1:45:00 PM","2/7/2022 6:45:00 PM","-",4,3,1,0,3,1496,2386,3125,29,3,1,0,2,0,0,0,1,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 1:45:00 PM","5511","890","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 2:00:00 PM","2/7/2022 7:00:00 PM","-",16,12,1,0,5,1865,4293,3559,160,11,5,5,0,1,0,0,0,0,0,1,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 2:00:00 PM","7852","2428","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 2:15:00 PM","2/7/2022 7:15:00 PM","-",7,10,0,0,9,2245,5225,3130,1514,2,0,0,2,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 2:15:00 PM","8355","2980","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 2:30:00 PM","2/7/2022 7:30:00 PM","-",6,6,0,0,2,1548,3474,2826,37,6,4,1,1,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 2:30:00 PM","6300","1926","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 2:45:00 PM","2/7/2022 7:45:00 PM","-",6,6,0,0,1,115,2076,2969,53,6,2,3,1,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 2:45:00 PM","5045","1961","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 3:00:00 PM","2/7/2022 8:00:00 PM","-",7,7,0,0,6,1184,3067,1701,53,7,1,5,1,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 3:00:00 PM","4768","1883","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 3:15:00 PM","2/7/2022 8:15:00 PM","-",7,7,0,0,2,2080,3973,2751,52,7,1,6,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 3:15:00 PM","6724","1893","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 3:30:00 PM","2/7/2022 8:30:00 PM","-",7,7,0,0,5,1937,4200,1764,60,7,3,1,3,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 3:30:00 PM","5964","2263","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 3:45:00 PM","2/7/2022 8:45:00 PM","-",8,8,0,0,4,1008,3185,1359,59,8,1,7,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 3:45:00 PM","4544","2177","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 4:00:00 PM","2/7/2022 9:00:00 PM","-",7,7,0,0,3,1793,3444,2804,68,7,1,5,0,1,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 4:00:00 PM","6248","1651","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 4:15:00 PM","2/7/2022 9:15:00 PM","-",5,5,0,0,2,764,2394,2979,38,5,1,3,1,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 4:15:00 PM","5373","1630","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 4:30:00 PM","2/7/2022 9:30:00 PM","-",11,9,1,0,1,1120,3245,1996,66,9,3,5,1,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 4:30:00 PM","5241","2125","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 4:45:00 PM","2/7/2022 9:45:00 PM","-",5,6,0,0,4,1620,3266,3793,36,6,3,2,1,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 4:45:00 PM","7059","1646","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 5:00:00 PM","2/7/2022 10:00:00 PM","-",3,3,0,0,2,875,1771,1554,64,2,0,2,0,0,0,1,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 5:00:00 PM","3325","896","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 5:15:00 PM","2/7/2022 10:15:00 PM","-",2,2,0,0,0,0,708,788,10,2,1,1,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 5:15:00 PM","1496","708","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/7/2022 5:30:00 PM","2/7/2022 10:30:00 PM","-",0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/7/2022 5:30:00 PM","593","593","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 8:45:00 AM","2/8/2022 1:45:00 PM","-",2,2,0,0,1,93,235,90,17,2,1,0,1,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 8:45:00 AM","325","142","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 9:00:00 AM","2/8/2022 2:00:00 PM","-",1,1,0,0,0,0,438,200,9,1,0,1,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 9:00:00 AM","638","438","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 9:15:00 AM","2/8/2022 2:15:00 PM","-",3,3,0,0,2,850,1270,201,15,3,2,1,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 9:15:00 AM","1471","420","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 9:30:00 AM","2/8/2022 2:30:00 PM","-",7,7,0,0,2,983,2139,812,49,7,2,5,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 9:30:00 AM","2951","1156","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 9:45:00 AM","2/8/2022 2:45:00 PM","-",7,7,0,0,6,2188,4553,1825,85,6,1,5,0,0,0,1,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 9:45:00 AM","6378","2365","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 10:00:00 AM","2/8/2022 3:00:00 PM","-",11,11,0,0,5,1862,4848,4168,97,11,1,7,3,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 10:00:00 AM","9016","2986","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 10:15:00 AM","2/8/2022 3:15:00 PM","-",9,9,0,0,3,628,3073,4487,89,9,2,5,1,1,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 10:15:00 AM","7560","2445","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 10:30:00 AM","2/8/2022 3:30:00 PM","-",8,8,0,0,1,183,2537,4633,47,8,4,4,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 10:30:00 AM","7170","2354","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 10:45:00 AM","2/8/2022 3:45:00 PM","-",4,4,0,0,0,201,1708,1968,67,3,1,2,0,0,0,1,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 10:45:00 AM","3676","1507","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 11:00:00 AM","2/8/2022 4:00:00 PM","-",17,17,0,0,8,1639,4832,1348,284,16,2,5,5,3,1,1,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 11:00:00 AM","6180","3193","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 11:15:00 AM","2/8/2022 4:15:00 PM","-",7,7,0,0,3,1858,5040,3667,148,6,1,4,1,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 11:15:00 AM","8707","3182","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 11:30:00 AM","2/8/2022 4:30:00 PM","-",12,12,0,0,7,1607,3740,2136,96,12,2,8,2,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 11:30:00 AM","5876","2133","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 11:45:00 AM","2/8/2022 4:45:00 PM","-",6,6,0,0,3,1142,3128,1974,40,6,2,4,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 11:45:00 AM","5102","1986","Call"
"PH_Kinray_CustomerService_Z1_English","ph_kinray_customerservice_z1_english","Call","*","2/8/2022 12:00:00 PM","2/8/2022 5:00:00 PM","-",5,5,0,0,1,324,1400,2806,36,5,1,4,0,0,0,0,0,0,0,0,0,0,"<?xml version= 1.0  encoding= utf-8 ?>
<VALUES><VALUE ID= 1 >5</VALUE>
<VALUE ID= 2 >10</VALUE>
<VALUE ID= 3 >20</VALUE>
<VALUE ID= 4 >30</VALUE>
<VALUE ID= 5 >40</VALUE>
<VALUE ID= 6 >50</VALUE>
<VALUE ID= 7 >60</VALUE>
<VALUE ID= 8 >120</VALUE>
</VALUES>","February","02","2/8/2022 12:00:00 PM","4206","1076","Call"
